1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1689,0.0,3.0,1,0,1,1436,480,1,1956.0,1689,2,9855,73.0,0.0,0,5,6,1436,1956,1956,127500
1888,0.0,2.0,1,247,1,557,578,3,1966.0,1888,3,16492,137.0,0.0,0,6,6,1517,1966,2002,190000
956,930.0,2.86921381337252,1,0,1,930,431,3,1998.0,1886,3,11214,69.0,0.0,0,5,7,930,1998,1999,199900
780,596.0,3.0,1,0,1,780,198,1,1937.0,1376,2,8600,50.0,0.0,0,6,6,780,1937,1950,119500
679,504.0,2.0,1,331,5,318,308,1,1981.0,1183,2,6000,50.0,0.0,176,7,3,649,1948,2002,120000
813,0.0,2.0,1,0,1,813,270,1,1932.0,813,3,5684,70.0,0.0,113,8,6,813,1930,2005,110000
1533,0.0,2.0,4,655,5,878,576,1,1975.0,1533,3,70761,62.0,0.0,54,5,7,1533,1975,1975,280000
888,868.0,3.0,1,742,5,130,422,3,1996.0,1756,2,9303,69.0,42.0,122,5,6,872,1996,1997,204000
786,0.0,3.0,1,0,1,768,676,2,2008.0,1590,3,9000,75.0,0.0,30,5,8,768,2008,2008,210000
1728,0.0,4.0,1,1606,5,122,560,1,1976.0,1728,2,9297,63.0,0.0,0,5,5,1728,1976,1976,188000
1242,0.0,3.0,1,916,5,326,528,1,1973.0,1242,2,9600,80.0,320.0,0,6,7,1242,1973,1973,175500
624,720.0,4.0,1,0,1,624,513,1,1916.0,1344,2,4571,34.0,0.0,0,5,5,624,1916,1950,98000
1663,0.0,2.0,4,1116,4,248,529,1,1954.0,1663,3,53227,69.0,0.0,137,6,4,1364,1954,1994,256000
833,833.0,3.0,1,0,1,588,228,1,1925.0,1666,3,5100,69.0,0.0,63,7,8,588,1925,1996,161000
979,224.0,3.0,1,185,2,524,352,1,1950.0,1203,3,7015,69.0,161.0,0,4,5,709,1950,1950,110000
832,1103.0,3.0,1,544,6,288,552,3,2009.0,1935,2,8004,75.0,110.0,150,5,8,832,2009,2009,263435
575,560.0,3.0,1,350,5,0,576,2,1971.0,1135,3,7200,60.0,0.0,0,9,7,560,1936,2007,155000
864,0.0,3.0,1,553,3,0,360,1,1965.0,864,2,8281,60.0,0.0,0,5,5,864,1965,1965,62383
849,811.0,3.0,1,326,2,389,240,1,1939.0,1660,2,11988,74.0,0.0,0,7,6,715,1934,1995,188700
1040,0.0,3.0,1,616,3,424,0,0,1980.0,1040,2,8430,60.0,136.0,0,5,5,1040,1978,1978,124000
1414,0.0,2.0,1,0,1,1375,398,3,2004.0,1414,3,3072,69.0,18.0,20,5,7,1375,2004,2004,178740
1277,0.0,2.0,4,778,6,499,526,1,1970.0,1277,2,10628,85.0,0.0,0,5,7,1277,1970,1970,167000
888,0.0,3.0,1,386,2,342,312,1,1942.0,1644,3,9480,79.0,224.0,0,7,5,728,1942,1995,146500
1634,0.0,3.0,1,0,1,1626,866,1,2006.0,1634,3,11428,98.0,248.0,44,5,8,1626,2006,2006,250000
832,878.0,3.0,1,426,6,406,506,2,1993.0,1710,3,9291,76.0,120.0,70,5,6,832,1993,1993,187000
1502,0.0,1.0,3,368,6,0,528,2,1985.0,1502,3,6820,69.0,0.0,54,5,8,1488,1985,1985,212000
1161,808.0,3.0,1,0,1,808,534,2,1977.0,1969,2,11952,92.0,0.0,0,6,7,808,1977,1977,190000
1072,0.0,2.0,4,459,1,88,525,1,2005.0,1072,2,3675,35.0,80.0,28,5,6,547,2005,2005,148000
1976,0.0,2.0,4,1350,1,626,908,2,2006.0,1976,3,14977,110.0,304.0,63,5,8,1976,2006,2007,440000
1652,0.0,2.0,3,1196,6,298,499,2,2000.0,1652,4,5330,41.0,0.0,48,5,8,1494,2000,2000,251000
970,0.0,2.0,1,630,6,340,624,1,1996.0,970,2,8480,80.0,0.0,24,6,5,970,1963,1963,132500
1493,0.0,2.86921381337252,4,994,6,484,508,3,1997.0,1493,3,13125,75.0,215.0,39,5,6,1478,1997,1998,208900
2069,574.0,3.0,3,0,1,2153,694,3,2006.0,2643,4,13693,105.0,772.0,84,5,9,2153,2006,2006,380000
1718,0.0,3.0,4,1288,6,417,826,2,2007.0,1718,3,10637,79.0,336.0,44,5,8,1705,2007,2008,297000
1131,0.0,2.86921381337252,1,168,3,739,672,1,1995.0,1131,2,5925,50.0,435.0,72,7,4,907,1937,2000,89471
1850,0.0,3.0,4,1261,6,572,772,3,2004.0,1850,3,16033,98.0,378.0,112,5,9,1833,2004,2005,326000
1792,0.0,2.0,4,1567,6,225,874,3,2003.0,1792,4,11846,72.0,562.0,49,5,9,1792,2003,2004,374000
916,0.0,4.0,1,299,5,611,164,1,1915.0,1826,4,2500,50.0,0.0,0,8,7,910,1915,2005,155000
1216,0.0,2.0,1,897,6,319,402,1,1998.0,1216,2,4500,32.0,116.0,125,5,6,1216,1998,1998,164000
999,0.0,3.0,1,588,5,411,264,1,1963.0,999,3,7758,69.0,0.0,132,7,5,999,1962,2001,132500
1113,0.0,3.0,1,607,5,506,264,1,1950.0,1113,3,9600,80.0,0.0,80,7,5,1113,1950,2007,147000
1073,0.0,3.0,1,836,5,237,515,2,1965.0,1073,2,10289,79.0,168.0,0,7,5,1073,1965,1965,156000
1484,0.0,3.0,3,998,5,486,487,1,1971.0,1484,2,12243,70.0,0.0,0,6,5,1484,1971,1971,175000
1766,648.0,3.0,1,664,4,290,520,1,1970.0,2414,2,10800,60.0,0.0,0,4,5,954,1900,1970,160000
630,0.0,2.86921381337252,3,515,6,115,286,1,1970.0,630,3,1526,21.0,0.0,0,8,4,630,1970,2002,86000
616,688.0,3.0,2,0,1,264,336,3,1976.0,1304,2,2665,69.0,0.0,24,6,5,264,1976,1976,115000
958,620.0,3.0,1,403,4,238,240,1,1941.0,1578,1,9490,79.0,0.0,0,7,6,806,1941,1950,133000
728,728.0,3.0,1,0,1,728,429,2,2006.0,1456,2,15578,105.0,0.0,0,5,6,728,2006,2006,172785
1269,0.0,3.0,1,374,4,363,308,1,1964.0,1269,2,7931,70.0,0.0,0,6,5,1269,1960,1960,155000
886,0.0,2.0,1,0,1,190,273,1,1938.0,886,2,5784,50.0,0.0,20,8,5,190,1938,1996,91300
720,0.0,2.0,1,495,3,225,0,0,1980.0,720,2,7879,60.0,0.0,523,5,4,720,1920,1950,34900
3228,0.0,2.86921381337252,1,1231,6,1969,546,1,1992.0,3228,3,12692,69.0,0.0,75,5,8,3200,1992,1993,430000
1133,687.0,4.0,1,329,3,697,240,1,1925.0,1820,2,9120,60.0,0.0,100,6,7,1026,1925,1950,184000
899,0.0,3.0,1,450,5,414,288,3,1967.0,899,3,7800,65.0,89.0,0,7,5,864,1967,2004,130000
912,0.0,2.0,1,111,4,522,297,3,1958.0,912,2,7535,70.0,0.0,285,7,5,912,1958,1985,120000
672,546.0,3.0,1,356,4,316,264,1,1973.0,1218,2,1890,21.0,285.0,28,5,6,672,1973,1973,113000
866,902.0,3.0,1,400,6,466,603,2,2005.0,1768,3,9803,75.0,0.0,108,5,7,866,2005,2005,226700
1214,0.0,2.0,1,698,5,420,461,1,1965.0,1214,2,9170,70.0,0.0,0,7,5,1214,1965,1965,140000
1801,0.0,1.0,1,1247,5,254,484,3,1959.0,1801,2,15602,100.0,0.0,54,8,7,1501,1959,1997,289000
855,0.0,3.0,1,257,5,103,440,1,1974.0,1322,2,2308,24.0,0.0,0,5,6,855,1974,1974,147000
960,1000.0,4.0,1,0,1,960,400,1,1952.0,1960,2,7596,60.0,360.0,0,5,5,960,1952,1952,124500
1065,846.0,3.0,1,380,1,397,471,2,1993.0,1911,3,9554,80.0,125.0,81,5,8,777,1993,1994,215000
1218,0.0,2.0,1,27,6,1191,676,3,2009.0,1218,3,7862,75.0,0.0,102,5,6,1218,2009,2009,208300
689,689.0,3.0,1,141,3,548,360,1,1928.0,1378,3,9600,60.0,0.0,0,9,7,689,1928,2005,161000
1041,0.0,3.0,1,991,5,50,270,2,1959.0,1041,2,9600,80.0,132.0,88,6,5,1041,1959,1959,124500
1363,0.0,2.0,1,650,4,178,288,1,1951.0,1363,2,14559,75.0,70.0,42,7,5,1008,1951,2000,164900
1368,0.0,2.0,1,0,1,1368,474,1,2005.0,1368,3,6792,40.0,94.0,35,5,7,1368,2005,2006,202665
864,0.0,3.0,1,521,4,169,624,1,1964.0,864,2,9100,70.0,0.0,0,5,5,864,1958,1958,129900
1080,0.0,3.0,1,336,5,748,484,1,1983.0,1080,2,9187,71.0,0.0,0,5,6,1084,1983,1983,134000
789,0.0,2.0,1,0,1,768,200,1,1926.0,789,2,10594,55.0,0.0,0,5,5,768,1926,1950,96500
2020,0.0,3.0,1,1436,6,570,900,3,2009.0,2020,4,12220,94.0,305.0,54,5,10,2006,2009,2009,402861
1378,741.0,3.0,1,0,1,689,583,1,1972.0,2119,2,10448,69.0,333.0,104,6,6,689,1972,1972,158000
1277,1067.0,3.0,1,0,1,1264,889,2,1996.0,2344,3,10208,79.0,921.0,0,5,7,1264,1996,1997,265000
882,914.0,3.0,2,706,6,88,546,2,1998.0,1796,2,9531,69.0,0.0,36,5,6,794,1998,1998,211000
1276,804.0,3.0,1,0,1,1276,282,1,1926.0,2080,3,10918,53.0,0.0,0,9,7,1276,1926,2004,234000
694,600.0,3.0,0,0,0,0,0,0,1980.0,1294,2,10800,60.0,0.0,114,7,4,0,1900,2000,106250
1244,0.0,3.0,1,777,3,467,336,1,1957.0,1244,2,11988,90.0,0.0,40,6,6,1244,1957,1957,150000
1004,0.0,3.0,1,399,5,605,420,1,1950.0,1664,2,5000,50.0,0.0,24,7,6,1004,1947,1950,159000
3138,1538.0,3.0,4,2260,6,878,884,3,2007.0,4676,4,40094,130.0,762.0,406,5,10,3138,2007,2008,184750
1383,1015.0,3.0,1,719,1,660,834,3,1996.0,2398,3,11787,95.0,594.0,60,5,7,1379,1996,1997,315750
1266,0.0,3.0,1,0,1,1257,453,1,2005.0,1266,3,7500,62.0,0.0,144,5,7,1257,2005,2005,176000
928,0.0,2.0,1,377,3,551,252,1,1956.0,928,2,13300,70.0,0.0,0,7,5,928,1956,2000,132000
1476,1237.0,3.0,3,1330,6,122,858,3,2008.0,2713,4,14948,67.0,268.0,66,5,9,1452,2008,2008,446261
605,0.0,2.0,2,348,1,180,0,1,1980.0,605,2,9098,58.0,0.0,0,7,4,528,1920,2002,86000
2515,0.0,4.0,1,1219,3,816,484,1,1975.0,2515,2,32668,69.0,0.0,0,3,6,2035,1957,1975,200624
1509,0.0,3.0,3,783,6,678,600,2,1988.0,1509,3,10200,85.0,219.0,0,5,6,1461,1988,1989,175000
751,611.0,3.0,2,0,1,611,502,3,1920.0,1362,2,6155,60.0,0.0,0,8,6,611,1920,1999,128000
827,0.0,2.0,0,0,0,0,392,1,1967.0,827,2,7200,60.0,0.0,0,7,5,0,1955,2007,107500
334,0.0,1.0,0,0,0,0,0,0,1980.0,334,1,5000,50.0,0.0,0,3,1,0,1946,1950,39300
707,707.0,3.0,3,0,1,707,403,3,2004.0,1414,3,9056,74.0,0.0,35,5,8,707,2004,2004,178000
820,527.0,3.0,4,969,6,148,0,0,1980.0,1347,2,7000,70.0,0.0,0,7,5,1117,1910,1991,107500
880,844.0,3.0,3,0,1,880,527,3,1998.0,1724,3,8924,57.0,0.0,155,5,7,880,1998,1999,188000
864,0.0,3.0,1,600,4,264,576,1,1980.0,864,2,12735,69.0,0.0,0,5,4,864,1972,1972,111250
1159,0.0,3.0,1,673,4,378,336,1,1968.0,1159,2,11553,69.0,188.0,0,5,5,1051,1968,1968,158000
1601,0.0,3.0,3,1358,6,223,670,2,2001.0,1601,3,11423,69.0,479.0,0,5,8,1581,2001,2002,272000
1838,0.0,2.0,3,1260,6,578,765,1,2006.0,1838,4,14601,85.0,584.0,68,5,9,1838,2006,2006,315000
997,1288.0,4.0,1,0,1,969,648,3,2000.0,2285,3,11000,69.0,72.0,56,5,8,969,2000,2000,248000
1680,0.0,3.0,1,144,2,379,583,3,1998.0,1680,3,10140,78.0,0.0,73,5,7,1650,1998,1999,213250
767,0.0,1.0,3,584,6,0,367,3,1998.0,767,2,4058,34.0,182.0,40,5,7,723,1998,1998,133000
664,0.0,3.0,3,554,6,100,426,2,2006.0,1496,3,17104,58.0,0.0,24,5,7,654,2006,2006,179665
1377,806.0,4.0,1,1002,6,0,786,1,1988.0,2183,3,13837,69.0,178.0,0,5,7,1204,1988,1988,229000
915,720.0,3.0,1,300,3,765,440,1,1950.0,1635,2,8737,70.0,0.0,38,7,6,1065,1923,1950,210000
768,0.0,2.0,3,619,5,149,624,1,1987.0,768,2,7244,54.0,0.0,0,7,5,768,1970,1970,129500
825,0.0,2.0,1,180,2,0,720,2,1963.0,825,2,8235,49.0,0.0,50,7,5,825,1955,1995,125000
912,1182.0,4.0,1,0,1,912,615,3,2003.0,2094,3,9375,75.0,0.0,182,5,7,912,2003,2004,263000
1069,0.0,2.0,1,559,5,510,440,2,1977.0,1069,2,4043,53.0,0.0,55,6,6,1069,1977,1977,140000
928,0.0,3.0,1,308,3,620,288,3,1957.0,928,2,6000,50.0,0.0,0,6,5,928,1957,1957,112500
1717,0.0,3.0,3,0,1,1709,908,2,2006.0,1717,3,11146,87.0,250.0,39,5,8,1709,2006,2006,255500
1126,0.0,2.0,0,0,0,0,520,3,2002.0,1126,3,8777,67.0,0.0,96,5,4,0,1949,2003,108000
1006,1040.0,3.0,1,866,6,132,871,2,2003.0,2046,3,10625,85.0,292.0,62,5,7,998,2003,2004,284000
1048,0.0,2.0,1,0,1,993,280,1,1922.0,1048,2,6380,58.0,0.0,0,6,5,993,1922,1950,113000
1092,0.0,2.0,1,895,3,197,299,3,1957.0,1092,2,14850,69.0,0.0,0,5,5,1092,1957,1957,141000
897,439.0,3.0,1,637,3,0,570,1,1994.0,1336,2,11040,60.0,0.0,47,6,4,637,1920,1950,108000
729,717.0,3.0,4,604,6,125,406,1,1996.0,1446,2,21872,57.0,0.0,22,5,7,729,1996,1997,175000
1557,0.0,2.0,4,0,1,1374,420,3,2003.0,1557,3,3196,69.0,18.0,20,5,7,1374,2003,2004,234000
1392,0.0,3.0,1,1302,1,90,528,1,1957.0,1392,2,11341,69.0,180.0,0,6,5,1392,1957,1996,121500
1389,0.0,2.0,3,1071,5,195,418,2,1975.0,1389,2,10010,77.0,0.0,38,5,5,1389,1974,1975,170000
996,0.0,3.0,1,290,4,706,0,0,1980.0,996,2,13907,63.0,0.0,0,6,5,996,1940,1969,108000
1163,511.0,4.0,2,0,1,1163,396,3,1955.0,1674,2,21780,66.0,0.0,36,7,6,1163,1918,1950,185000
1166,1129.0,4.0,1,728,6,367,590,2,1992.0,2295,3,13346,69.0,0.0,40,5,7,1095,1992,2000,268000
841,806.0,4.0,1,0,1,806,216,1,1920.0,1647,1,6858,66.0,0.0,66,4,6,806,1915,1950,128000
1134,1370.0,4.0,1,0,1,1122,656,3,2005.0,2504,4,11198,77.0,245.0,39,5,9,1122,2005,2007,325000
1535,0.0,3.0,1,2,6,1515,532,2,2004.0,1535,3,10171,70.0,168.0,0,5,7,1517,2004,2004,214000
1496,636.0,1.0,4,1441,6,55,612,3,1983.0,2132,3,12327,79.0,0.0,40,8,8,1496,1983,2009,316600
943,0.0,2.0,4,943,6,0,600,1,1979.0,943,2,7032,69.0,0.0,0,5,5,943,1979,1979,135960
1728,0.0,6.0,1,231,2,1497,576,1,1987.0,1728,2,13101,74.0,108.0,0,5,5,1728,1965,1965,142600
864,0.0,2.0,1,414,1,450,288,1,1959.0,864,3,7332,60.0,207.0,0,6,6,864,1959,1959,120000
846,846.0,3.0,3,0,1,846,650,2,2009.0,1692,3,13159,83.0,0.0,114,5,7,846,2009,2009,224500
774,656.0,3.0,1,0,1,384,400,2,2000.0,1430,2,9967,76.0,0.0,0,5,7,384,2000,2000,170000
576,533.0,3.0,3,349,5,23,288,1,1971.0,1109,2,10500,70.0,82.0,0,7,5,372,1971,2005,139000
832,384.0,2.0,1,442,3,390,336,1,1947.0,1216,2,8480,80.0,0.0,0,5,5,832,1947,1950,118500
877,600.0,3.0,1,0,1,861,216,1,1928.0,1477,2,6292,52.0,0.0,50,7,7,861,1928,1950,145000
1320,0.0,3.0,3,328,2,285,564,1,1966.0,1320,2,11777,96.0,97.0,68,6,5,1164,1966,1966,164500
703,689.0,2.0,1,0,1,689,540,1,2007.0,1392,3,3604,34.0,0.0,102,5,7,689,2007,2007,146000
1050,745.0,4.0,1,0,1,1050,352,1,1954.0,1795,2,12150,81.0,335.0,0,5,5,1050,1954,1954,131500
1429,0.0,3.0,1,594,4,331,572,1,1960.0,1429,3,14585,69.0,85.0,110,6,6,1144,1960,1987,181900
2042,0.0,3.0,1,0,1,2042,1390,2,2009.0,2042,4,12704,98.0,306.0,90,5,8,2042,2008,2009,253293
816,0.0,3.0,3,816,6,0,0,0,1980.0,816,2,11841,81.0,104.0,32,5,6,816,1990,1990,118500
1521,0.0,2.86921381337252,1,0,1,1237,880,1,1988.0,2775,3,13500,75.0,0.0,502,9,10,1237,1893,2000,325000
989,584.0,3.0,1,0,1,884,240,1,1935.0,1573,3,6120,51.0,0.0,0,7,4,884,1935,1995,133000
2028,0.0,2.0,4,1460,6,408,880,2,2005.0,2028,3,11443,88.0,208.0,66,5,8,1868,2005,2006,369900
838,0.0,2.0,2,210,3,0,275,3,1961.0,838,1,10267,55.0,0.0,0,7,6,816,1918,2000,130000
860,0.0,2.0,3,672,5,168,528,1,1996.0,860,2,8740,74.0,0.0,0,6,5,840,1982,1982,137000
1473,0.0,1.0,4,1324,6,113,452,1,1968.0,1473,4,25095,65.0,0.0,48,8,5,1437,1968,2003,143000
779,0.0,2.0,1,0,1,742,308,1,1988.0,935,2,9100,50.0,0.0,0,6,5,742,1930,1960,79500
770,812.0,3.0,1,490,6,280,520,2,2004.0,1582,3,8320,64.0,0.0,45,5,7,770,2004,2004,185900
1728,568.0,3.0,4,1338,6,384,842,2,2008.0,2296,4,13478,97.0,420.0,274,5,10,1722,2008,2008,451950
816,0.0,2.0,1,816,1,0,816,3,1985.0,816,2,6600,60.0,0.0,0,8,5,816,1982,2003,138000
848,0.0,1.0,3,685,6,163,420,1,2003.0,848,3,4435,69.0,170.0,0,5,6,848,2003,2003,140000
924,0.0,3.0,1,0,1,924,280,1,1981.0,924,2,7990,88.0,0.0,0,6,5,924,1975,1975,110000
1826,0.0,3.0,4,1422,6,392,758,1,2005.0,1826,3,11302,69.0,238.0,75,5,8,1814,2005,2006,319000
684,684.0,3.0,1,0,1,684,216,1,1930.0,1368,2,3600,60.0,0.0,158,7,6,684,1910,1993,114504
1402,0.0,2.0,3,0,1,1258,648,3,2006.0,1402,3,3922,53.0,72.0,16,5,7,1258,2006,2007,194201
1647,0.0,3.0,2,1283,5,0,621,3,1977.0,1647,3,12984,80.0,459.0,0,6,5,1430,1977,1977,217500
716,840.0,3.0,1,81,1,23,452,3,1980.0,1556,2,1950,24.0,0.0,0,6,6,716,1980,1980,151000
1058,846.0,3.0,3,546,6,512,736,3,2003.0,1904,4,10927,74.0,280.0,60,5,8,1058,2005,2005,275000
780,595.0,3.0,1,0,1,780,544,1,1979.0,1375,3,9000,50.0,0.0,162,6,6,780,1937,1950,141000
927,988.0,3.0,2,789,6,119,506,3,1992.0,1915,3,10041,80.0,0.0,150,5,8,908,1992,1992,220000
600,600.0,2.0,1,0,1,600,480,2,2004.0,1200,3,3182,30.0,0.0,172,5,7,600,2004,2005,151000
1494,0.0,2.86921381337252,2,922,6,572,530,2,2002.0,1494,3,12803,88.0,99.0,36,5,7,1494,2002,2002,221000
1186,800.0,3.0,1,454,4,314,486,1,1965.0,1986,2,13600,85.0,176.0,42,6,7,768,1965,1990,205000
1040,0.0,3.0,1,732,6,308,576,1,2000.0,1040,3,12464,82.0,0.0,0,5,5,1040,1996,1996,152000
1112,896.0,3.0,1,603,6,293,230,1,1948.0,2008,4,7800,78.0,0.0,0,8,5,896,1948,2002,225000
1940,1254.0,4.0,2,428,4,537,380,1,1934.0,3194,2,12168,78.0,0.0,0,6,8,965,1934,1998,359100
1029,0.0,3.0,2,903,3,126,261,1,1961.0,1029,2,7943,61.0,192.0,0,5,4,1029,1961,1961,118500
1476,677.0,3.0,2,904,6,536,736,3,2000.0,2153,4,11050,69.0,204.0,142,5,9,1440,2000,2000,313000
1032,0.0,3.0,3,605,5,427,564,1,1978.0,1032,2,10395,69.0,233.0,0,6,6,1032,1978,1978,148000
1299,573.0,3.0,3,990,6,309,531,2,2001.0,1872,4,11885,69.0,108.0,122,5,8,1299,2001,2001,261500
1120,0.0,2.86921381337252,1,206,5,914,0,0,1980.0,1120,2,8402,70.0,0.0,30,5,5,1120,2007,2007,147000
630,0.0,1.0,3,150,2,0,0,0,1980.0,630,2,1491,21.0,0.0,24,6,4,630,1972,1972,75500
1054,0.0,3.0,4,763,6,173,480,2,1963.0,1054,3,8800,80.0,156.0,0,7,6,936,1963,1963,137500
807,702.0,3.0,1,457,6,326,393,3,2002.0,1509,3,7861,69.0,0.0,75,5,6,783,2002,2003,183200
832,0.0,2.0,1,0,1,832,528,1,1962.0,832,3,7227,59.0,0.0,0,6,6,832,1954,1954,105500
1828,0.0,2.86921381337252,3,48,1,1774,774,1,2007.0,1828,3,11694,90.0,452.0,108,5,9,1822,2007,2007,314813
1482,780.0,2.86921381337252,4,871,6,611,749,3,2003.0,2262,3,12244,85.0,226.0,0,5,8,1482,2003,2003,305000
864,0.0,2.0,1,41,4,823,0,0,1980.0,864,2,8248,45.0,0.0,0,3,3,864,1914,1950,67000
1548,1066.0,4.0,1,956,5,384,624,2,1974.0,2614,2,10800,90.0,0.0,243,7,6,1522,1974,1997,240000
980,0.0,3.0,1,560,4,420,484,1,1986.0,980,2,7064,71.0,153.0,0,6,5,980,1977,1977,135000
756,756.0,2.0,1,420,6,336,440,1,2000.0,1512,3,2117,69.0,513.0,32,5,6,756,2000,2000,168500
1012,778.0,4.0,1,247,3,485,484,2,1972.0,1790,2,10400,80.0,288.0,0,5,6,732,1972,1972,165150
1116,0.0,3.0,1,0,1,1116,440,1,1962.0,1116,2,10000,87.0,261.0,0,6,6,1116,1962,1962,160000
1422,0.0,3.0,1,0,1,978,286,2,1960.0,1422,2,12342,69.0,0.0,0,5,5,978,1960,1978,139900
1520,0.0,3.0,3,674,4,350,364,2,1955.0,1520,2,9600,80.0,164.0,0,6,6,1156,1955,1972,153000
1040,1040.0,5.0,3,650,3,390,504,1,1969.0,2080,1,11606,70.0,192.0,0,5,5,1040,1969,1969,135000
1350,0.0,3.0,4,624,6,288,520,2,1964.0,1350,2,9020,82.0,259.0,0,5,6,1248,1964,1964,168500
1089,661.0,3.0,1,0,1,636,240,1,1937.0,1750,4,9000,50.0,0.0,0,6,5,636,1880,1991,124000
1554,0.0,2.0,2,24,6,1530,627,2,2006.0,1554,3,4590,34.0,108.0,73,5,8,1554,2006,2006,209500
1411,0.0,3.0,1,822,5,564,544,3,1977.0,1411,2,11900,85.0,209.0,0,5,7,1386,1977,1977,82500
1056,0.0,3.0,1,480,4,108,260,1,1954.0,1056,2,9250,80.0,0.0,0,7,5,1056,1954,2005,139400
1056,0.0,0.0,1,1056,6,0,576,1,1980.0,1056,2,6979,64.0,0.0,56,5,6,1056,1980,1980,144000
1440,1440.0,8.0,1,256,2,1184,0,0,1980.0,3395,1,10896,60.0,0.0,110,7,6,1440,1914,1995,200000
800,0.0,1.0,1,0,1,264,0,0,1980.0,800,1,6120,51.0,0.0,0,3,2,264,1936,1950,60000
811,576.0,3.0,1,0,1,811,256,1,1954.0,1387,3,6000,50.0,0.0,0,4,5,811,1954,1954,93000
796,0.0,2.0,1,0,1,796,0,0,1980.0,796,2,8777,67.0,0.0,0,7,5,796,1910,1950,85000
1567,0.0,1.0,3,1154,6,366,648,3,2006.0,1567,4,3982,53.0,0.0,0,5,8,1520,2006,2006,264561
1518,0.0,1.0,4,1218,6,300,588,2,2003.0,1518,4,12677,62.0,472.0,140,5,8,1518,2003,2004,274000
1057,872.0,3.0,1,738,1,319,650,3,2001.0,1929,3,7050,69.0,0.0,235,5,7,1057,2001,2001,226000
2000,704.0,4.0,4,1410,1,542,538,3,1972.0,2704,4,13860,75.0,0.0,111,7,8,1952,1972,1995,345000
780,840.0,4.0,1,493,3,0,462,3,1969.0,1620,2,10793,80.0,263.0,0,5,5,780,1969,1969,152000
1766,0.0,2.86921381337252,2,1121,6,645,478,3,2009.0,1766,4,9187,85.0,162.0,130,5,9,1766,2009,2009,370878
981,0.0,3.0,1,282,5,664,576,1,1979.0,981,2,10530,69.0,0.0,312,5,6,981,1971,1971,143250
1048,0.0,3.0,0,0,0,0,420,1,1950.0,1048,2,7200,60.0,0.0,27,5,5,0,1950,1950,98300
1094,0.0,3.0,2,500,3,594,495,1,1953.0,1094,2,10452,85.0,216.0,0,5,6,1094,1953,1953,155000
1051,788.0,4.0,1,0,1,756,442,1,1966.0,1839,2,7700,70.0,351.0,124,5,6,756,1966,1966,155000
630,0.0,1.0,3,131,4,0,0,1,1980.0,630,2,1936,21.0,0.0,0,6,4,630,1970,1970,84500
822,843.0,3.0,1,0,1,813,562,2,2007.0,1665,3,8125,65.0,0.0,0,6,7,813,2007,2007,205950
755,755.0,4.0,2,0,1,755,296,1,1940.0,1510,2,9084,60.0,0.0,0,5,4,755,1940,1950,108000
909,807.0,2.0,1,0,1,880,512,2,1996.0,1716,3,8750,70.0,0.0,120,5,7,880,1996,1996,191000
756,713.0,3.0,1,0,1,756,216,1,1906.0,1469,2,10320,60.0,0.0,0,7,6,756,1906,1995,135000
2113,0.0,2.0,4,1696,6,413,839,3,1995.0,2113,3,10437,91.0,660.0,46,6,8,2109,1995,1995,350000
525,0.0,3.0,1,0,1,525,264,1,1971.0,1092,2,1680,21.0,381.0,0,5,6,525,1971,1971,88000
1053,0.0,3.0,1,806,5,247,312,2,1959.0,1053,3,10007,72.0,54.0,0,7,5,1053,1959,2006,145500
851,651.0,3.0,1,0,1,776,270,2,1931.0,1502,2,7200,60.0,0.0,0,6,7,776,1931,2000,149000
912,546.0,3.0,1,0,1,912,330,1,1948.0,1458,2,17503,78.0,0.0,0,5,6,912,1948,1950,97500
1486,0.0,3.0,1,637,4,849,480,3,1968.0,1486,2,9937,75.0,0.0,0,7,5,1486,1964,1999,167000
1142,793.0,3.0,1,0,1,793,550,2,1976.0,1935,2,12384,69.0,233.0,113,7,7,793,1976,1976,197900
1686,762.0,4.0,1,1361,6,88,711,2,1994.0,2448,3,46589,52.0,528.0,76,7,8,1629,1994,2005,402000
1392,0.0,2.0,1,0,1,1392,576,2,1968.0,1392,2,13560,120.0,216.0,0,3,6,1392,1968,1968,110000
1181,0.0,3.0,3,920,4,38,588,2,1974.0,1181,2,10012,90.0,0.0,0,5,4,1138,1972,1972,137500
2097,0.0,1.0,2,1721,1,356,1134,3,2005.0,2097,4,20896,49.0,0.0,267,5,8,2077,2005,2006,423000
1454,482.0,3.0,1,0,1,1406,504,2,2000.0,1936,3,11194,106.0,40.0,124,5,8,1406,2000,2000,230500
1465,915.0,3.0,1,187,2,111,596,1,1965.0,2380,2,18450,69.0,113.0,265,5,6,1021,1965,1979,129000
1679,0.0,3.0,1,1138,6,270,575,2,1994.0,1679,3,8125,65.0,258.0,42,5,6,1408,1994,1998,193500
1437,0.0,3.0,1,988,3,200,576,1,1999.0,1437,2,14175,69.0,0.0,0,6,5,1188,1956,1987,168000
1180,0.0,2.0,1,0,1,700,252,1,1922.0,1180,1,11600,80.0,0.0,0,5,4,700,1922,1950,137500
